Region,Age,Year,Total_Population
06,8,1981,4581
06,8,1982,4497
06,8,1983,4207
06,8,1984,4114
06,8,1985,4070
06,8,1986,3884
06,8,1987,3945
06,8,1988,3976
06,8,1989,3769
06,8,1990,3897
06,8,1991,3987
06,8,1992,4017
06,8,1993,4183
06,8,1994,4309
06,8,1995,4273
06,8,1996,4585
06,8,1997,4584
06,8,1998,4998
06,8,1999,5026
06,8,2000,4869
06,8,2001,4623
06,8,2002,4424
06,8,2003,4050
06,8,2004,3762
06,8,2005,3601
06,8,2006,3682
06,8,2007,3475
06,8,2008,3547
06,8,2009,3668
06,8,2010,3814
06,8,2011,3826
06,8,2012,3981
06,8,2013,3953
06,8,2014,4080
06,8,2015,4178
06,8,2016,4283
06,8,2017,4391
06,8,2018,4576
06,8,2019,4626
06,8,2020,4544
06,8,2021,4481
06,8,2022,4584
06,8,2023,4559
06,9,1968,4140
06,9,1969,4155
06,9,1970,4133
06,9,1971,4270
06,9,1972,4468
06,9,1973,4648
06,9,1974,4922
06,9,1975,4909
06,9,1976,4926
06,9,1977,4736
06,9,1978,4496
06,9,1979,4521
06,9,1980,4731
06,9,1981,4550
06,9,1982,4569
06,9,1983,4498
06,9,1984,4192
06,9,1985,4108
06,9,1986,4089
06,9,1987,3913
06,9,1988,3979
06,9,1989,4039
06,9,1990,3785
06,9,1991,3913
06,9,1992,3980
06,9,1993,4030
06,9,1994,4241
06,9,1995,4322
06,9,1996,4269
06,9,1997,4621
06,9,1998,4632
06,9,1999,5020
06,9,2000,5064
06,9,2001,4875
06,9,2002,4659
06,9,2003,4440
06,9,2004,4072
06,9,2005,3773
06,9,2006,3629
06,9,2007,3726
06,9,2008,3510
06,9,2009,3557
06,9,2010,3677
06,9,2011,3839
06,9,2012,3861
06,9,2013,4027
06,9,2014,4003
06,9,2015,4139
06,9,2016,4257
06,9,2017,4387
06,9,2018,4454
06,9,2019,4630
06,9,2020,4655
06,9,2021,4564
06,9,2022,4505
06,9,2023,4559
06,10,1968,4237
06,10,1969,4197
06,10,1970,4144
06,10,1971,4128
06,10,1972,4285
06,10,1973,4473
06,10,1974,4694
06,10,1975,4902
06,10,1976,4923
06,10,1977,4947
06,10,1978,4735
06,10,1979,4511
06,10,1980,4544
06,10,1981,4720
06,10,1982,4541
06,10,1983,4572
06,10,1984,4507
06,10,1985,4190
06,10,1986,4139
06,10,1987,4098
06,10,1988,3924
06,10,1989,4024
06,10,1990,4067
06,10,1991,3817
06,10,1992,3918
06,10,1993,4015
06,10,1994,4072
06,10,1995,4253
06,10,1996,4339
06,10,1997,4271
06,10,1998,4662
06,10,1999,4646
06,10,2000,5068
06,10,2001,5082
06,10,2002,4888
06,10,2003,4692
06,10,2004,4448
06,10,2005,4080
06,10,2006,3816
06,10,2007,3659
06,10,2008,3734
06,10,2009,3521
06,10,2010,3563
06,10,2011,3679
06,10,2012,3866
06,10,2013,3922
06,10,2014,4088
06,10,2015,4091
06,10,2016,4220
06,10,2017,4356
06,10,2018,4460
06,10,2019,4471
06,10,2020,4639
06,10,2021,4678
06,10,2022,4596
06,10,2023,4500
06,11,1968,4342
06,11,1969,4260
06,11,1970,4218
06,11,1971,4128
06,11,1972,4149
06,11,1973,4288
06,11,1974,4514
06,11,1975,4706
06,11,1976,4939
06,11,1977,4957
06,11,1978,4951
06,11,1979,4737
06,11,1980,4526
06,11,1981,4545
06,11,1982,4710
06,11,1983,4553
06,11,1984,4577
06,11,1985,4536
06,11,1986,4203
06,11,1987,4162
06,11,1988,4110
06,11,1989,3959
06,11,1990,4069
06,11,1991,4108
06,11,1992,3807
06,11,1993,3958
06,11,1994,4048
06,11,1995,4085
06,11,1996,4267
06,11,1997,4340
06,11,1998,4320
06,11,1999,4683
06,11,2000,4693
06,11,2001,5110
06,11,2002,5099
06,11,2003,4923
06,11,2004,4703
06,11,2005,4465
06,11,2006,4128
06,11,2007,3859
06,11,2008,3689
06,11,2009,3758
06,11,2010,3519
06,11,2011,3589
06,11,2012,3705
06,11,2013,3921
06,11,2014,3980
06,11,2015,4139
06,11,2016,4133
06,11,2017,4300
06,11,2018,4408
06,11,2019,4495
06,11,2020,4494
06,11,2021,4652
06,11,2022,4697
06,11,2023,4584
06,12,1968,4412
06,12,1969,4379
06,12,1970,4263
06,12,1971,4216
06,12,1972,4145
06,12,1973,4169
06,12,1974,4306
06,12,1975,4528
06,12,1976,4732
06,12,1977,4950
06,12,1978,4960
06,12,1979,4959
06,12,1980,4768
06,12,1981,4532
06,12,1982,4546
06,12,1983,4705
06,12,1984,4556
06,12,1985,4570
06,12,1986,4541
06,12,1987,4219
06,12,1988,4186
06,12,1989,4126
06,12,1990,3964
06,12,1991,4094
06,12,1992,4106
06,12,1993,3846
06,12,1994,3985
06,12,1995,4068
06,12,1996,4081
06,12,1997,4292
06,12,1998,4369
06,12,1999,4330
06,12,2000,4708
06,12,2001,4715
06,12,2002,5110
06,12,2003,5117
06,12,2004,4939
06,12,2005,4705
06,12,2006,4496
06,12,2007,4165
06,12,2008,3885
06,12,2009,3703
06,12,2010,3772
06,12,2011,3531
06,12,2012,3613
06,12,2013,3739
06,12,2014,3981
06,12,2015,4066
06,12,2016,4201
06,12,2017,4210
06,12,2018,4366
06,12,2019,4464
06,12,2020,4503
06,12,2021,4533
06,12,2022,4678
06,12,2023,4689
06,13,1968,4446
06,13,1969,4461
06,13,1970,4422
06,13,1971,4253
06,13,1972,4195
06,13,1973,4131
06,13,1974,4194
06,13,1975,4303
06,13,1976,4511
06,13,1977,4772
06,13,1978,4946
06,13,1979,4982
06,13,1980,4976
06,13,1981,4755
06,13,1982,4527
06,13,1983,4528
06,13,1984,4683
06,13,1985,4550
06,13,1986,4578
06,13,1987,4537
06,13,1988,4261
06,13,1989,4201
06,13,1990,4154
06,13,1991,3981
06,13,1992,4088
06,13,1993,4137
06,13,1994,3874
06,13,1995,4003
06,13,1996,4062
06,13,1997,4087
06,13,1998,4320
06,13,1999,4373
06,13,2000,4370
06,13,2001,4736
06,13,2002,4743
06,13,2003,5135
06,13,2004,5132
06,13,2005,4954
06,13,2006,4744
06,13,2007,4536
06,13,2008,4184
06,13,2009,3904
06,13,2010,3730
06,13,2011,3791
06,13,2012,3549
06,13,2013,3679
06,13,2014,3789
06,13,2015,4055
06,13,2016,4110
06,13,2017,4254
06,13,2018,4247
06,13,2019,4408
06,13,2020,4477
06,13,2021,4517
06,13,2022,4570
06,13,2023,4641
06,14,1968,4298
06,14,1969,4509
06,14,1970,4459
06,14,1971,4412
06,14,1972,4265
06,14,1973,4193
06,14,1974,4147
06,14,1975,4188
06,14,1976,4334
06,14,1977,4520
06,14,1978,4751
06,14,1979,4952
06,14,1980,4987
06,14,1981,4984
06,14,1982,4752
06,14,1983,4531
06,14,1984,4553
06,14,1985,4693
06,14,1986,4572
06,14,1987,4585
06,14,1988,4540
06,14,1989,4284
06,14,1990,4222
06,14,1991,4161
06,14,1992,3992
06,14,1993,4108
06,14,1994,4167
06,14,1995,3887
06,14,1996,4008
06,14,1997,4070
06,14,1998,4104
06,14,1999,4306
06,14,2000,4414
06,14,2001,4399
06,14,2002,4761
06,14,2003,4780
06,14,2004,5146
06,14,2005,5142
06,14,2006,5003
06,14,2007,4786
06,14,2008,4552
06,14,2009,4212
06,14,2010,3917
06,14,2011,3716
06,14,2012,3813
06,14,2013,3612
06,14,2014,3732
06,14,2015,3851
06,14,2016,4134
06,14,2017,4201
06,14,2018,4299
06,14,2019,4290
06,14,2020,4415
06,14,2021,4499
06,14,2022,4545
06,14,2023,4556
06,15,1968,4456
06,15,1969,4335
06,15,1970,4521
06,15,1971,4462
06,15,1972,4429
06,15,1973,4268
06,15,1974,4212
06,15,1975,4150
06,15,1976,4203
06,15,1977,4333
06,15,1978,4534
06,15,1979,4764
06,15,1980,4975
06,15,1981,4974
06,15,1982,4986
06,15,1983,4755
06,15,1984,4529
06,15,1985,4557
06,15,1986,4711
06,15,1987,4570
06,15,1988,4616
06,15,1989,4562
06,15,1990,4293
06,15,1991,4245
06,15,1992,4183
06,15,1993,4026
06,15,1994,4123
06,15,1995,4185
06,15,1996,3892
06,15,1997,4019
06,15,1998,4102
06,15,1999,4118
06,15,2000,4323
06,15,2001,4429
06,15,2002,4440
06,15,2003,4788
06,15,2004,4765
06,15,2005,5143
06,15,2006,5170
06,15,2007,5027
06,15,2008,4815
06,15,2009,4569
06,15,2010,4214
06,15,2011,3939
06,15,2012,3741
06,15,2013,3884
06,15,2014,3664
06,15,2015,3815
06,15,2016,3936
06,15,2017,4211
06,15,2018,4253
06,15,2019,4354
06,15,2020,4310
06,15,2021,4437
06,15,2022,4521
06,15,2023,4531
06,16,1968,4425
06,16,1969,4510
06,16,1970,4361
06,16,1971,4510
06,16,1972,4444
06,16,1973,4427
06,16,1974,4277
06,16,1975,4218
06,16,1976,4164
06,16,1977,4225
06,16,1978,4318
06,16,1979,4549
06,16,1980,4781
06,16,1981,4973
06,16,1982,4959
06,16,1983,4973
06,16,1984,4750
06,16,1985,4515
06,16,1986,4575
06,16,1987,4727
06,16,1988,4590
06,16,1989,4641
06,16,1990,4581
06,16,1991,4318
06,16,1992,4237
06,16,1993,4216
06,16,1994,4044
06,16,1995,4115
06,16,1996,4192
06,16,1997,3889
06,16,1998,4039
06,16,1999,4095
06,16,2000,4142
06,16,2001,4341
06,16,2002,4442
06,16,2003,4456
06,16,2004,4785
06,16,2005,4792
06,16,2006,5167
06,16,2007,5212
06,16,2008,5052
06,16,2009,4823
06,16,2010,4606
06,16,2011,4252
06,16,2012,3979
06,16,2013,3816
06,16,2014,3964
06,16,2015,3716
06,16,2016,3908
06,16,2017,4000
06,16,2018,4275
06,16,2019,4294
06,16,2020,4343
06,16,2021,4347
06,16,2022,4454
06,16,2023,4529
07,0,1968,2405
07,0,1969,2342
07,0,1970,2299
07,0,1971,2377
07,0,1972,2278
07,0,1973,2269
07,0,1974,2356
07,0,1975,2244
07,0,1976,2161
07,0,1977,2089
07,0,1978,2014
07,0,1979,2114
07,0,1980,2051
07,0,1981,2037
07,0,1982,2017
07,0,1983,1968
07,0,1984,1943
07,0,1985,2011
07,0,1986,2066
07,0,1987,2144
07,0,1988,2195
07,0,1989,2228
07,0,1990,2417
07,0,1991,2402
07,0,1992,2450
07,0,1993,2246
07,0,1994,2169
07,0,1995,2038
07,0,1996,1797
07,0,1997,1743
07,0,1998,1705
07,0,1999,1650
07,0,2000,1582
07,0,2001,1687
07,0,2002,1788
07,0,2003,1818
07,0,2004,1902
07,0,2005,1849
07,0,2006,2012
07,0,2007,1983
07,0,2008,2056
07,0,2009,2073
07,0,2010,2134
07,0,2011,2006
07,0,2012,2099
07,0,2013,2160
07,0,2014,2189
07,0,2015,2169
07,0,2016,2379
07,0,2017,2271
07,0,2018,2282
07,0,2019,2328
07,0,2020,2357
07,0,2021,2275
07,0,2022,2072
07,0,2023,1976
07,1,1968,2457
07,1,1969,2464
07,1,1970,2343
07,1,1971,2297
07,1,1972,2385
07,1,1973,2265
07,1,1974,2293
07,1,1975,2397
07,1,1976,2292
07,1,1977,2198
07,1,1978,2108
07,1,1979,2069
07,1,1980,2181
07,1,1981,2099
07,1,1982,2069
07,1,1983,2041
07,1,1984,2000
07,1,1985,1967
07,1,1986,2026
07,1,1987,2082
07,1,1988,2178
07,1,1989,2235
07,1,1990,2273
07,1,1991,2434
07,1,1992,2419
07,1,1993,2467
07,1,1994,2232
07,1,1995,2177
07,1,1996,2045
07,1,1997,1812
07,1,1998,1742
07,1,1999,1704
07,1,2000,1689
07,1,2001,1633
07,1,2002,1708
07,1,2003,1818
07,1,2004,1843
07,1,2005,1959
07,1,2006,1878
07,1,2007,2037
07,1,2008,2045
07,1,2009,2070
07,1,2010,2118
07,1,2011,2173
07,1,2012,2061
07,1,2013,2151
07,1,2014,2246
07,1,2015,2256
07,1,2016,2250
07,1,2017,2466
07,1,2018,2345
07,1,2019,2356
07,1,2020,2382
07,1,2021,2402
07,1,2022,2318
07,1,2023,2089
07,2,1968,2467
07,2,1969,2510
07,2,1970,2510
07,2,1971,2339
07,2,1972,2309
07,2,1973,2425
07,2,1974,2273
07,2,1975,2304
07,2,1976,2433
07,2,1977,2323
07,2,1978,2202
07,2,1979,2137
07,2,1980,2095
07,2,1981,2190
07,2,1982,2106
07,2,1983,2068
07,2,1984,2047
07,2,1985,2001
07,2,1986,1981
07,2,1987,2039
07,2,1988,2123
07,2,1989,2215
07,2,1990,2294
07,2,1991,2299
07,2,1992,2427
07,2,1993,2447
07,2,1994,2498
07,2,1995,2224
07,2,1996,2199
07,2,1997,2037
07,2,1998,1789
07,2,1999,1745
07,2,2000,1722
07,2,2001,1727
07,2,2002,1651
07,2,2003,1740
07,2,2004,1863
07,2,2005,1859
07,2,2006,2011
07,2,2007,1906
07,2,2008,2076
07,2,2009,2076
07,2,2010,2078
07,2,2011,2128
07,2,2012,2208
07,2,2013,2090
07,2,2014,2186
07,2,2015,2303
07,2,2016,2329
07,2,2017,2319
07,2,2018,2526
07,2,2019,2381
07,2,2020,2373
07,2,2021,2412
07,2,2022,2423
07,2,2023,2309
07,3,1968,2433
07,3,1969,2546
07,3,1970,2537
07,3,1971,2497
07,3,1972,2335
07,3,1973,2327
07,3,1974,2445
07,3,1975,2305
07,3,1976,2322
07,3,1977,2473
07,3,1978,2331
07,3,1979,2247
07,3,1980,2179
07,3,1981,2128
07,3,1982,2186
07,3,1983,2120
07,3,1984,2068
07,3,1985,2040
07,3,1986,2025
07,3,1987,1996
07,3,1988,2052
07,3,1989,2154
07,3,1990,2263
07,3,1991,2315
07,3,1992,2303
07,3,1993,2461
07,3,1994,2500
07,3,1995,2489
07,3,1996,2242
07,3,1997,2190
07,3,1998,2030
07,3,1999,1803
07,3,2000,1770
07,3,2001,1760
07,3,2002,1742
07,3,2003,1676
07,3,2004,1758
07,3,2005,1884
07,3,2006,1878
07,3,2007,2036
07,3,2008,1948
07,3,2009,2117
07,3,2010,2088
07,3,2011,2098
07,3,2012,2176
07,3,2013,2236
07,3,2014,2146
07,3,2015,2248
07,3,2016,2371
07,3,2017,2382
07,3,2018,2372
07,3,2019,2546
07,3,2020,2410
07,3,2021,2370
07,3,2022,2440
07,3,2023,2416
07,4,1968,2464
07,4,1969,2491
07,4,1970,2580
07,4,1971,2559
07,4,1972,2485
07,4,1973,2335
07,4,1974,2349
07,4,1975,2465
07,4,1976,2346
07,4,1977,2339
07,4,1978,2466
07,4,1979,2364
07,4,1980,2304
07,4,1981,2200
07,4,1982,2139
07,4,1983,2195
07,4,1984,2126
07,4,1985,2067
07,4,1986,2049
07,4,1987,2039
07,4,1988,2015
07,4,1989,2092
07,4,1990,2182
07,4,1991,2287
07,4,1992,2313
07,4,1993,2326
07,4,1994,2492
07,4,1995,2497
07,4,1996,2485
07,4,1997,2245
07,4,1998,2178
07,4,1999,2039
07,4,2000,1803
07,4,2001,1795
07,4,2002,1790
07,4,2003,1736
07,4,2004,1685
07,4,2005,1795
07,4,2006,1912
07,4,2007,1920
07,4,2008,2067
07,4,2009,1974
07,4,2010,2119
07,4,2011,2107
07,4,2012,2139
07,4,2013,2246
07,4,2014,2275
07,4,2015,2219
07,4,2016,2316
07,4,2017,2449
07,4,2018,2454
07,4,2019,2393
07,4,2020,2557
07,4,2021,2398
07,4,2022,2394
07,4,2023,2426
07,5,1968,2258
07,5,1969,2522
07,5,1970,2531
07,5,1971,2563
07,5,1972,2551
07,5,1973,2492
07,5,1974,2352
07,5,1975,2359
07,5,1976,2478
07,5,1977,2375
07,5,1978,2353
07,5,1979,2495
07,5,1980,2408
07,5,1981,2309
07,5,1982,2195
07,5,1983,2141
07,5,1984,2198
07,5,1985,2131
07,5,1986,2075
07,5,1987,2058
07,5,1988,2067
07,5,1989,2056
07,5,1990,2135
07,5,1991,2196
07,5,1992,2277
07,5,1993,2328
07,5,1994,2349
07,5,1995,2482
07,5,1996,2504
07,5,1997,2491
07,5,1998,2243
07,5,1999,2189
07,5,2000,2053
07,5,2001,1824
07,5,2002,1800
07,5,2003,1813
07,5,2004,1743
07,5,2005,1686
07,5,2006,1836
07,5,2007,1934
07,5,2008,1957
07,5,2009,2090
07,5,2010,1988
07,5,2011,2131
07,5,2012,2132
07,5,2013,2176
07,5,2014,2283
07,5,2015,2347
07,5,2016,2277
07,5,2017,2386
07,5,2018,2507
07,5,2019,2459
07,5,2020,2435
07,5,2021,2571
07,5,2022,2429
07,5,2023,2363
07,6,1968,2119
07,6,1969,2294
07,6,1970,2538
07,6,1971,2548
07,6,1972,2543
07,6,1973,2550
07,6,1974,2487
07,6,1975,2373
07,6,1976,2387
07,6,1977,2487
07,6,1978,2363
07,6,1979,2366
07,6,1980,2516
07,6,1981,2407
07,6,1982,2318
07,6,1983,2203
07,6,1984,2123
07,6,1985,2186
07,6,1986,2144
07,6,1987,2071
07,6,1988,2078
07,6,1989,2090
07,6,1990,2084
07,6,1991,2152
07,6,1992,2199
07,6,1993,2283
07,6,1994,2382
07,6,1995,2350
07,6,1996,2486
07,6,1997,2499
07,6,1998,2486
07,6,1999,2253
07,6,2000,2208
07,6,2001,2066
07,6,2002,1841
07,6,2003,1822
07,6,2004,1820
07,6,2005,1756
07,6,2006,1724
07,6,2007,1864
07,6,2008,1969
07,6,2009,1973
07,6,2010,2097
07,6,2011,2022
07,6,2012,2158
07,6,2013,2184
07,6,2014,2241
07,6,2015,2333
07,6,2016,2400
07,6,2017,2334
07,6,2018,2439
07,6,2019,2544
07,6,2020,2477
07,6,2021,2448
07,6,2022,2588
07,6,2023,2402
07,7,1968,2028
07,7,1969,2173
07,7,1970,2304
07,7,1971,2535
07,7,1972,2530
07,7,1973,2560
07,7,1974,2570
07,7,1975,2480
07,7,1976,2395
07,7,1977,2411
07,7,1978,2482
07,7,1979,2384
07,7,1980,2389
07,7,1981,2524
07,7,1982,2410
07,7,1983,2323
07,7,1984,2209
07,7,1985,2122
07,7,1986,2183
07,7,1987,2159
07,7,1988,2108
07,7,1989,2101
07,7,1990,2139
07,7,1991,2097
07,7,1992,2165
07,7,1993,2216
07,7,1994,2330
07,7,1995,2378
07,7,1996,2352
07,7,1997,2490
07,7,1998,2491
07,7,1999,2490
07,7,2000,2267
07,7,2001,2229
07,7,2002,2070
07,7,2003,1857
07,7,2004,1852
07,7,2005,1824
07,7,2006,1801
07,7,2007,1745
07,7,2008,1892
07,7,2009,1995
07,7,2010,1986
07,7,2011,2105
07,7,2012,2045
07,7,2013,2211
07,7,2014,2213
07,7,2015,2297
07,7,2016,2398
07,7,2017,2469
07,7,2018,2393
07,7,2019,2459
07,7,2020,2539
07,7,2021,2486
07,7,2022,2454
07,7,2023,2552
07,8,1968,2069
07,8,1969,2082
07,8,1970,2193
07,8,1971,2309
07,8,1972,2538
07,8,1973,2528
07,8,1974,2577
07,8,1975,2589
07,8,1976,2497
07,8,1977,2415
07,8,1978,2412
07,8,1979,2504
07,8,1980,2399
07,8,1981,2397
07,8,1982,2529
07,8,1983,2421
07,8,1984,2328
07,8,1985,2195
07,8,1986,2126
07,8,1987,2206
07,8,1988,2177
07,8,1989,2135
07,8,1990,2136
07,8,1991,2158
07,8,1992,2112
07,8,1993,2165
07,8,1994,2250
07,8,1995,2317
07,8,1996,2376
07,8,1997,2349
07,8,1998,2485
07,8,1999,2502
07,8,2000,2503
07,8,2001,2284
07,8,2002,2245
07,8,2003,2082
07,8,2004,1880
07,8,2005,1861
07,8,2006,1841
07,8,2007,1837
07,8,2008,1777
07,8,2009,1912
07,8,2010,2004
07,8,2011,2013
07,8,2012,2121
07,8,2013,2086
07,8,2014,2281
07,8,2015,2267
07,8,2016,2359
07,8,2017,2458
07,8,2018,2515
07,8,2019,2426
07,8,2020,2463
07,8,2021,2556
07,8,2022,2525
07,8,2023,2446
07,9,1968,2166
07,9,1969,2106
07,9,1970,2133
07,9,1971,2216
07,9,1972,2321
07,9,1973,2533
07,9,1974,2521
07,9,1975,2585
07,9,1976,2594
07,9,1977,2504
07,9,1978,2421
07,9,1979,2414
07,9,1980,2511
07,9,1981,2400
07,9,1982,2402
07,9,1983,2541
07,9,1984,2431
07,9,1985,2335
07,9,1986,2210
07,9,1987,2127
07,9,1988,2224
07,9,1989,2195
07,9,1990,2156
07,9,1991,2152
07,9,1992,2166
07,9,1993,2121
07,9,1994,2194
07,9,1995,2251
07,9,1996,2320
07,9,1997,2373
07,9,1998,2346
07,9,1999,2472
07,9,2000,2517
07,9,2001,2512
07,9,2002,2293
07,9,2003,2244
07,9,2004,2105
07,9,2005,1888
07,9,2006,1880
07,9,2007,1864
07,9,2008,1858
07,9,2009,1805
07,9,2010,1927
07,9,2011,2030
07,9,2012,2041
07,9,2013,2168
07,9,2014,2128
07,9,2015,2326
07,9,2016,2305
07,9,2017,2419
07,9,2018,2515
07,9,2019,2539
07,9,2020,2443
07,9,2021,2464
07,9,2022,2568
07,9,2023,2481
07,10,1968,2155
07,10,1969,2186
07,10,1970,2124
07,10,1971,2128
07,10,1972,2219
07,10,1973,2340
07,10,1974,2554
07,10,1975,2512
07,10,1976,2590
07,10,1977,2612
07,10,1978,2503
07,10,1979,2445
07,10,1980,2442
07,10,1981,2524
07,10,1982,2392
07,10,1983,2417
07,10,1984,2556
07,10,1985,2415
07,10,1986,2329
07,10,1987,2208
07,10,1988,2140
07,10,1989,2238
07,10,1990,2213
07,10,1991,2175
07,10,1992,2153
07,10,1993,2174
07,10,1994,2156
07,10,1995,2204
07,10,1996,2244
07,10,1997,2328
07,10,1998,2370
07,10,1999,2349
07,10,2000,2482
07,10,2001,2528
07,10,2002,2526
07,10,2003,2310
07,10,2004,2267
07,10,2005,2126
07,10,2006,1905
07,10,2007,1909
07,10,2008,1904
07,10,2009,1878
07,10,2010,1832
07,10,2011,1949
07,10,2012,2060
07,10,2013,2077
07,10,2014,2223
07,10,2015,2196
07,10,2016,2382
07,10,2017,2335
07,10,2018,2470
07,10,2019,2530
07,10,2020,2560
07,10,2021,2459
07,10,2022,2455
07,10,2023,2552
07,11,1968,2165
07,11,1969,2176
07,11,1970,2197
07,11,1971,2126
07,11,1972,2128
07,11,1973,2223
07,11,1974,2356
07,11,1975,2555
07,11,1976,2552
07,11,1977,2600
07,11,1978,2615
07,11,1979,2505
07,11,1980,2469
07,11,1981,2447
07,11,1982,2528
07,11,1983,2409
07,11,1984,2429
07,11,1985,2546
07,11,1986,2412
07,11,1987,2327
07,11,1988,2230
07,11,1989,2151
07,11,1990,2261
07,11,1991,2237
07,11,1992,2183
07,11,1993,2146
07,11,1994,2209
07,11,1995,2164
07,11,1996,2214
07,11,1997,2241
07,11,1998,2324
07,11,1999,2361
07,11,2000,2363
07,11,2001,2491
07,11,2002,2557
07,11,2003,2534
07,11,2004,2321
07,11,2005,2276
07,11,2006,2147
07,11,2007,1929
07,11,2008,1941
07,11,2009,1921
07,11,2010,1895
07,11,2011,1841
07,11,2012,1967
07,11,2013,2104
07,11,2014,2119
07,11,2015,2277
07,11,2016,2244
07,11,2017,2440
07,11,2018,2380
07,11,2019,2499
07,11,2020,2543
07,11,2021,2567
07,11,2022,2445
07,11,2023,2437
07,12,1968,2305
07,12,1969,2200
07,12,1970,2198
07,12,1971,2199
07,12,1972,2118
07,12,1973,2120
07,12,1974,2244
07,12,1975,2354
07,12,1976,2570
07,12,1977,2570
07,12,1978,2615
07,12,1979,2637
07,12,1980,2511
07,12,1981,2479
07,12,1982,2437
07,12,1983,2527
07,12,1984,2414
07,12,1985,2428
07,12,1986,2546
07,12,1987,2412
07,12,1988,2351
07,12,1989,2245
07,12,1990,2176
07,12,1991,2276
07,12,1992,2246
07,12,1993,2185
07,12,1994,2179
07,12,1995,2193
07,12,1996,2164
07,12,1997,2212
07,12,1998,2245
07,12,1999,2312
07,12,2000,2366
07,12,2001,2375
07,12,2002,2527
07,12,2003,2558
07,12,2004,2547
07,12,2005,2341
07,12,2006,2306
07,12,2007,2165
07,12,2008,1957
07,12,2009,1962
07,12,2010,1926
07,12,2011,1914
07,12,2012,1863
07,12,2013,1997
07,12,2014,2136
07,12,2015,2153
07,12,2016,2329
07,12,2017,2284
07,12,2018,2476
07,12,2019,2404
07,12,2020,2508
07,12,2021,2542
07,12,2022,2556
07,12,2023,2430
07,13,1968,2248
07,13,1969,2343
07,13,1970,2223
07,13,1971,2183
07,13,1972,2198
07,13,1973,2119
07,13,1974,2122
07,13,1975,2245
07,13,1976,2374
07,13,1977,2589
07,13,1978,2570
07,13,1979,2625
07,13,1980,2645
07,13,1981,2526
07,13,1982,2472
07,13,1983,2441
07,13,1984,2531
07,13,1985,2429
07,13,1986,2435
07,13,1987,2543
07,13,1988,2425
07,13,1989,2363
07,13,1990,2264
07,13,1991,2203
07,13,1992,2282
07,13,1993,2251
07,13,1994,2221
07,13,1995,2187
07,13,1996,2199
07,13,1997,2160
07,13,1998,2212
07,13,1999,2254
07,13,2000,2315
07,13,2001,2385
07,13,2002,2379
07,13,2003,2537
07,13,2004,2573
07,13,2005,2554
07,13,2006,2368
07,13,2007,2317
07,13,2008,2186
07,13,2009,1978
07,13,2010,1966
07,13,2011,1942
07,13,2012,1936
07,13,2013,1909
07,13,2014,2023
07,13,2015,2178
07,13,2016,2208
07,13,2017,2379
07,13,2018,2339
07,13,2019,2493
07,13,2020,2423
07,13,2021,2526
07,13,2022,2543
07,13,2023,2538
07,14,1968,2277
07,14,1969,2283
07,14,1970,2382
07,14,1971,2222
07,14,1972,2189
07,14,1973,2195
07,14,1974,2128
07,14,1975,2133
07,14,1976,2245
07,14,1977,2383
07,14,1978,2595
07,14,1979,2592
07,14,1980,2638
07,14,1981,2645
07,14,1982,2523
07,14,1983,2474
07,14,1984,2427
07,14,1985,2531
07,14,1986,2438
07,14,1987,2422
07,14,1988,2567
07,14,1989,2441
07,14,1990,2374
07,14,1991,2279
07,14,1992,2223
07,14,1993,2294
07,14,1994,2280
07,14,1995,2219
07,14,1996,2188
07,14,1997,2198
07,14,1998,2149
07,14,1999,2198
07,14,2000,2248
07,14,2001,2332
07,14,2002,2407
07,14,2003,2386
07,14,2004,2552
07,14,2005,2583
07,14,2006,2584
07,14,2007,2397
07,14,2008,2343
07,14,2009,2228
07,14,2010,1989
07,14,2011,1981
07,14,2012,1965
07,14,2013,1970
07,14,2014,1939
07,14,2015,2066
07,14,2016,2252
07,14,2017,2270
07,14,2018,2404
07,14,2019,2367
07,14,2020,2502
07,14,2021,2432
07,14,2022,2530
07,14,2023,2509
07,15,1968,2340
07,15,1969,2302
07,15,1970,2289
07,15,1971,2367
07,15,1972,2222
07,15,1973,2182
07,15,1974,2188
07,15,1975,2119
07,15,1976,2144
07,15,1977,2262
07,15,1978,2385
07,15,1979,2585
07,15,1980,2606
07,15,1981,2657
07,15,1982,2648
07,15,1983,2514
07,15,1984,2464
07,15,1985,2429
07,15,1986,2526
07,15,1987,2457
07,15,1988,2433
07,15,1989,2565
07,15,1990,2453
07,15,1991,2387
07,15,1992,2279
07,15,1993,2219
07,15,1994,2322
07,15,1995,2278
07,15,1996,2217
07,15,1997,2180
07,15,1998,2198
07,15,1999,2148
07,15,2000,2192
07,15,2001,2257
07,15,2002,2340
07,15,2003,2411
07,15,2004,2405
07,15,2005,2558
07,15,2006,2598
07,15,2007,2593
07,15,2008,2429
07,15,2009,2369
07,15,2010,2254
07,15,2011,2010
07,15,2012,2009
07,15,2013,2009
07,15,2014,2022
07,15,2015,1983
07,15,2016,2131
07,15,2017,2303
07,15,2018,2313
07,15,2019,2435
07,15,2020,2382
07,15,2021,2517
07,15,2022,2438
07,15,2023,2524
07,16,1968,2361
07,16,1969,2367
07,16,1970,2299
07,16,1971,2283
07,16,1972,2360
07,16,1973,2219
07,16,1974,2176
07,16,1975,2191
07,16,1976,2133
07,16,1977,2155
07,16,1978,2276
